t,separation_m
18.494,7.5557
18.512,7.5557
18.522,7.5667
18.527,7.5667
18.536,7.5777
18.551,7.5777
18.584,7.5888
18.584,7.5888
18.586,7.5998
18.591,7.5998
18.593,7.6108
18.596,7.6108
18.615,7.6219
18.633,7.6219
18.650,7.6329
18.673,7.6329
18.686,7.6439
18.702,7.6439
18.708,7.6550
18.712,7.6550
18.742,7.6660
18.742,7.6660
18.742,7.6771
18.762,7.6771
18.762,7.6881
18.769,7.6881
18.774,7.6992
18.777,7.6992
18.777,7.7102
18.780,7.7102
18.783,7.7213
18.783,7.7213
18.787,7.7323
18.810,7.7323
18.826,7.7434
18.840,7.7434
18.844,7.7544
18.866,7.7544
18.867,7.7655
18.885,7.7655
18.909,7.7765
18.945,7.7765
18.956,7.7876
18.989,7.7876
19.004,7.7986
19.028,7.7986
19.040,7.8097
19.068,7.8097
19.088,7.8207
19.096,7.8207
19.112,7.8318
19.126,7.8318
19.135,7.8429
19.158,7.8429
19.171,7.8539
19.198,7.8539
19.212,7.8650
19.334,7.8650
19.345,7.8761
19.361,7.8761
19.370,7.8871
19.379,7.8871
19.386,7.8982
19.395,7.8982
19.402,7.9093
19.421,7.9093
19.425,7.9203
19.435,7.9203
19.449,7.9314
19.459,7.9314
19.467,7.9425
19.480,7.9425
19.485,7.9536
19.498,7.9536
19.509,7.9647
19.519,7.9647
19.528,7.9758
19.536,7.9758
19.546,7.9869
19.560,7.9869
19.570,7.9980
19.580,7.9980
19.586,8.0091
19.598,8.0091
19.606,8.0202
19.622,8.0202
19.628,8.0313
19.640,8.0313
19.645,8.0424
19.660,8.0424
19.669,8.0535
19.680,8.0535
19.687,8.0646
19.702,8.0646
19.706,8.0757
19.719,8.0757
19.727,8.0868
19.738,8.0868
19.746,8.0980
19.760,8.0980
19.766,8.1091
19.779,8.1091
19.785,8.1202
19.799,8.1202
19.807,8.1314
19.815,8.1314
19.822,8.1425
19.839,8.1425
19.846,8.1536
19.860,8.1536
19.862,8.1648
19.873,8.1648
19.885,8.1759
19.895,8.1759
19.896,8.1871
19.907,8.1871
19.912,8.1982
19.912,8.1982
19.919,8.2094
19.926,8.2094
19.930,8.2206
19.950,8.2206
19.960,8.2317
20.002,8.2317
20.007,8.2429
20.027,8.2429
20.027,8.2541
20.047,8.2541
20.050,8.2652
20.066,8.2652
20.066,8.2764
20.080,8.2764
20.084,8.2876
20.093,8.2876
20.099,8.2988
20.117,8.2988
20.118,8.3099
20.121,8.3099
20.124,8.3211
20.127,8.3211
20.128,8.3323
20.133,8.3435
20.133,8.3435
20.152,8.3435
20.157,8.3547
20.163,8.3547
20.229,8.3659
20.243,8.3659
20.246,8.3771
20.259,8.3771
20.262,8.3883
20.278,8.3883
20.288,8.3995
20.299,8.3995
20.305,8.4107
20.307,8.4107
20.310,8.4219
20.341,8.4219
20.346,8.4331
20.360,8.4331
20.364,8.4444
20.372,8.4444
20.377,8.4556
20.379,8.4556
20.382,8.4668
20.384,8.4668
20.384,8.4780
20.418,8.4780
20.418,8.4893
20.424,8.4893
20.425,8.5005
20.427,8.5005
20.427,8.5117
20.430,8.5117
20.430,8.5117
20.432,8.5229
20.432,8.5229
20.436,8.5342
20.436,8.5454
20.438,8.5454
20.438,8.5454
20.444,8.5567
20.444,8.5679
20.451,8.5679
20.470,8.5792
20.474,8.5792
20.477,8.5904
20.482,8.5904
20.484,8.6017
20.486,8.6017
20.489,8.6129
